start_time,execution_time,part_numbers,n_suppliers,LTL_zones,horizon,obj_value,obj_bound,obj_gap,trans_costs,order_cost,load_car_rent,load_car_invest,share_suppl_FTL,share_suppl_CES,share_suppl_LTL
2023-07-27_18:36:21.903690,6.1688714027404785,3927,75,34,20,23110.259808841867,23110.25980884116,3.053915855613917e-14,16129.350220004164,4750.000000000348,364.04525471162407,7982.197393685072,0.0,40.0,60.0
2023-07-27_18:36:38.800639,6.876718044281006,3927,75,34,20,22671.186528314764,22671.186528314764,0.0,16209.028911579027,4750.0,341.13181863591706,8272.334570598327,0.0,44.0,56.00000000000001
2023-07-27_18:36:53.900259,5.143003225326538,3927,75,34,20,23539.279787655138,23539.279787655138,0.0,16273.872364136278,4450.0,206.26750442154406,4176.535179706126,0.0,34.66666666666667,65.33333333333333
2023-07-27_18:50:34.414690,22.17118263244629,3927,75,34,20,22162.517543205875,22162.517543205875,0.0,15423.977902194307,4450.0,280.77563453813343,13706.624107951166,0.0,60.0,40.0
2023-07-27_18:50:52.352644,8.39833402633667,3927,100,10,10,22448.93733412912,22448.93733412912,0.0,16013.846927294951,4700.0,272.1644049184292,10715.475306447424,0.0,35.0,40.0
2023-07-27_18:51:00.559237,2.6610028743743896,3927,100,10,10,19455.857280478085,19455.857280478085,0.0,12507.726465045977,5800.0,240.7809097276504,3511.6385758625393,0.0,42.0,57.99999999999999
2023-07-27_18:51:09.128006,2.6592283248901367,3927,100,10,10,20113.70009125999,20113.699820554735,1.345874971589029e-08,11965.25255628936,5550.0,219.2680639365123,5352.764227353731,0.0,35.0,65.0
2023-07-27_18:51:17.013449,2.5204997062683105,3927,100,10,10,18904.108127863423,18903.769186185356,1.7929524935741248e-05,12103.938458733352,5200.0,205.1943314617324,4109.775574892347,0.0,40.0,60.0
2023-07-27_18:51:24.408092,2.056450843811035,3927,100,10,10,20146.937767934232,20146.9377679341,6.500602650579905e-15,13018.61169321822,5700.0,178.37009391470514,7884.503625696138,0.0,32.0,68.0
2023-07-27_18:51:33.151505,3.4083011150360107,3927,100,10,15,20608.749850239947,20607.164111836988,7.694491002520493e-05,11936.883109485381,6000.000000000001,135.90664822121204,2518.793427980566,0.0,41.0,59.0
2023-07-27_18:51:50.384818,9.5257887840271,3927,100,10,15,24402.78050253044,24402.78050253044,0.0,16676.85950976766,5500.000000000012,317.71639723552113,4745.383967435145,0.0,48.0,52.0
2023-07-27_18:52:11.857665,13.578893661499023,3927,100,10,15,26126.171457821576,26126.171457821576,0.0,16525.368422506297,6750.0,283.9914513377266,8219.143116957965,0.0,46.0,54.0
2023-07-27_18:52:25.884598,6.069538354873657,3927,100,10,15,25994.813468801363,25994.009941156804,3.0911075608344316e-05,16818.75881238717,6500.0,354.8521276203659,8264.661716801531,0.0,40.0,60.0
2023-07-27_18:52:38.572930,4.741901636123657,3927,100,10,15,25843.16910801693,25841.392677988806,6.873886173550642e-05,17384.92563060081,6200.0,241.06305065027934,6539.067760246774,0.0,32.0,68.0
2023-07-27_18:52:50.899144,4.319043159484863,3927,100,10,20,25873.12423171314,25872.98126003734,5.525875983082932e-06,16922.59564447284,5850.0,399.569431136821,8062.153954697611,0.0,37.0,63.0
2023-07-27_18:53:18.559467,17.451083183288574,3927,100,10,20,30223.4552310442,30223.302371351117,5.057651149259476e-06,21160.266555434588,6350.000000000038,420.37929712098645,3907.2952142150048,0.0,48.0,51.0
2023-07-27_18:53:47.122306,18.01289129257202,3927,100,10,20,32008.317944100927,32007.844253178882,1.4798994526106467e-05,21345.537389572077,6750.0,340.7087568684539,5292.311109116908,0.0,42.0,57.99999999999999
2023-07-27_18:54:03.561235,6.139865875244141,3927,100,10,20,32976.955819929164,32975.29280583095,5.0429582017727105e-05,22060.85680811321,6550.000002495416,277.99713194675,4647.6886273186155,0.0,28.999999999999996,71.0
2023-07-27_18:54:28.450702,14.46693468093872,3927,100,10,20,30548.582130789426,30548.582130789426,0.0,21517.876340557574,6150.0,340.6656604941803,6204.4983641463705,0.0,41.0,59.0
2023-07-27_18:54:45.616732,6.439182281494141,3927,100,20,10,31040.97089164532,31040.97089164532,0.0,22308.61426948215,6050.000000399238,445.9075974608442,4773.766237384991,0.0,30.0,70.0
2023-07-27_18:54:55.484029,3.174098491668701,3927,100,20,10,20836.93973851751,20836.93973851751,0.0,12216.727568049486,5800.0,184.20678337498927,4364.760708054506,0.0,37.0,63.0
2023-07-27_18:55:04.228050,2.456237554550171,3927,100,20,10,19215.932483155026,19215.932483155026,0.0,12472.796891553364,5650.0,162.3203367202761,2214.748999743081,0.0,37.0,63.0
2023-07-27_18:55:13.988000,3.532831907272339,3927,100,20,10,19601.966829194807,19601.966829194807,0.0,12269.746073266579,6000.0,127.10988336864821,3653.1754168178236,0.0,39.0,61.0
2023-07-27_18:55:24.592908,3.860577344894409,3927,100,20,10,19144.348758972836,19144.088217166125,1.3609332445347373e-05,11502.727220409106,5550.0,274.71581839497367,4602.684369433272,0.0,52.0,48.0
2023-07-27_18:55:33.333401,2.296738624572754,3927,100,20,15,20536.21940366242,20534.266552001238,9.509304623198456e-05,12125.20883286271,5700.0,198.20291979331984,2930.202895276565,0.0,39.0,61.0
2023-07-27_18:55:58.158727,15.936921119689941,3927,100,20,15,24903.257755446397,24902.68185205649,2.3125624589519356e-05,16646.438001508774,5999.99999999992,293.17611427444893,16646.426427645067,0.0,47.0,53.0
2023-07-27_18:56:11.443587,4.506983518600464,3927,100,20,15,26251.207263156557,26250.870639060216,1.282318534785938e-05,17261.737698365443,6099.999998876369,328.44218106513614,4762.606866301694,0.0,33.0,67.0
2023-07-27_18:56:24.196042,3.9473540782928467,3927,100,20,15,26134.128865264633,26134.128865264633,0.0,17514.881357727783,5950.0,297.753856233427,8816.895319079518,0.0,26.0,74.0
2023-07-27_18:56:41.330982,8.491426229476929,3927,100,20,15,24231.035989317737,24231.035989317737,0.0,16816.831591052036,5550.000000000001,268.3641373930608,8670.92231561278,0.0,40.0,59.0
2023-07-27_18:56:57.264765,7.2221479415893555,3927,100,20,20,24390.896035757964,24390.741559435784,6.333359871348686e-06,16496.785560126933,5650.0,228.09302207117764,6864.501075520462,0.0,50.0,50.0
2023-07-27_18:57:16.691194,8.233533382415771,3927,100,20,20,30669.164100404945,30669.164100404945,0.0,21884.015399932454,6499.999999872524,315.03025750687254,11663.567691622648,0.0,35.0,64.0
2023-07-27_18:57:46.165435,17.876401901245117,3927,100,20,20,31192.064992708423,31192.064992708423,0.0,22049.589540219004,6599.9999396627545,364.5112467636298,9373.348797420314,0.0,35.0,65.0
2023-07-27_18:58:18.142452,20.690128087997437,3927,100,20,20,30537.57660501319,30537.31236047671,8.653094510341222e-06,21565.964950019206,6350.0,483.53331574180265,10730.464500237733,0.0,42.0,57.99999999999999
2023-07-27_18:58:40.827473,11.41772723197937,3927,100,20,20,31692.760812806475,31692.760812806475,0.0,21758.61855163731,6649.999952631581,448.1444686759876,6464.363642128796,0.0,37.0,63.0
2023-07-27_18:59:05.777845,13.656623601913452,3927,100,34,10,31970.87016810277,31970.87016810277,0.0,21156.689059751334,7100.0,347.5863069191647,6887.708448255599,0.0,41.0,59.0
2023-07-27_18:59:16.886066,3.8280584812164307,3927,100,34,10,20148.154904419516,20147.82652452402,1.6298261406676276e-05,11951.082470462712,6350.0,197.8006747928815,4099.360577362586,0.0,45.0,55.00000000000001
2023-07-27_18:59:28.031763,4.178653240203857,3927,100,34,10,20009.376828338656,20009.37682308949,2.6233534938190874e-10,11351.525390713536,6800.0,195.33626150471068,5046.325597589868,0.0,56.99999999999999,43.0
2023-07-27_18:59:37.242376,2.419454574584961,3927,100,34,10,19446.131660002782,19446.131660002782,0.0,12193.39007591382,5500.0,128.6245608802724,2631.5380334387473,0.0,39.0,61.0
2023-07-27_18:59:48.798021,4.647355794906616,3927,100,34,10,19828.92831859531,19828.928314360324,2.1357612540659482e-10,12441.793932175744,5850.0,260.02661593111156,4396.941511191864,0.0,42.0,57.99999999999999
2023-07-27_18:59:58.246557,2.480464220046997,3927,100,34,15,19884.416166027855,19884.416166027855,0.0,12473.515776242968,5800.0,199.80926944059775,5739.369534907846,0.0,34.0,66.0
2023-07-27_19:00:23.307336,15.230781078338623,3927,100,34,15,24781.111228243208,24781.111228243208,0.0,16238.435713937888,6200.0,213.8380279228174,4676.620355178789,0.0,51.0,49.0
2023-07-27_19:00:39.905006,6.761095285415649,3927,100,34,15,24890.628899552037,24889.747442495853,3.5413209515180576e-05,17186.02162813662,5750.0,282.2402749345153,7786.014171201419,0.0,39.0,61.0
2023-07-27_19:00:53.608601,3.5998637676239014,3927,100,34,15,26792.079340644643,26791.66553685814,1.544500451943717e-05,17992.72287415289,5699.999996666772,364.7224102601829,4604.12288770991,0.0,22.0,78.0
2023-07-27_19:01:09.378764,5.817652463912964,3927,100,34,15,25755.08439712895,25755.08439712895,0.0,16968.03766015268,6050.0,411.02836397376876,5458.030556947434,0.0,36.0,64.0
2023-07-27_19:01:24.985273,5.704000473022461,3927,100,34,20,25292.640642431823,25292.640642431823,0.0,16974.486025441824,6600.0,276.86740641336667,4522.031833310923,0.0,40.0,60.0
2023-07-27_19:01:51.686602,13.71317720413208,3927,100,34,20,29929.449351857264,29929.449351857264,0.0,21606.303188584665,6549.9999959531,452.0501166358015,12763.562701912946,0.0,41.0,59.0
2023-07-27_19:02:11.598532,7.072213649749756,3927,100,34,20,30689.706785478687,30689.706785478687,0.0,21883.820321809642,6450.000000035206,270.21504569489133,5494.747163555057,0.0,33.0,67.0
2023-07-27_19:02:39.038019,14.587713241577148,3927,100,34,20,30741.710649122095,30741.260456890675,1.4644345480891678e-05,21398.181586911098,6500.0,432.53566641049923,9201.201831833912,0.0,42.0,57.99999999999999
2023-07-27_19:03:00.810886,8.817659378051758,3927,100,34,20,31353.6527780743,31353.6527780743,0.0,21799.149168210068,6400.000001036163,242.4313807320294,8235.471584517602,0.0,32.0,68.0
